# Time series of US dollars raised by Jill Stein's recount fundraiser for the
# 2016 US presidential election.
#
# MINUTES = time datum scraped, in minutes elapsed after the first datum
# DOLLARS = US dollars raised, as scraped from her campaign's website
MINUTES	DOLLARS
2349.7	4706300.27
2351.65	4706468.27
2353.47	4710088.27
2355.02	4710690.27
2356.93	4711442.27
2358.65	4711678.27
2360.42	4713005.27
2362.38	4713924.27
2364.13	4714767.27
2366.05	4715285.27
2368	4715501.27
2369.72	4716554.27
2371.35	4716979.27
2373.15	4717427.28
2375.1	4717876.28
2378.85	4719614.28
2380.82	4720430.28
2382.57	4721253.28
2384.48	4722671.28
2386.38	4723449.28
2388.4	4725279.28
2390.35	4726038.28
2392.22	4726652.28
2393.8	4727878.28
2395.78	4729059.28
2397.65	4729945.28
2399.25	4733069.28
2400.97	4734679.28
2402.93	4738084.28
2404.83	4738631.28
2406.6	4739864.28
2408.5	4740993.28
2410.07	4741894.28
2411.87	4743211.28
2413.77	4743915.28
2415.52	4744772.28
2417.28	4745854.28
2419.25	4746660.28
2420.9	4748138.28
2422.88	4748851.28
2424.67	4749546.28
2426.33	4752089.28
2428.1	4755791.28
2429.83	4756697.28
2431.73	4757948.28
2433.42	4759199.28
2435.45	4760018.28
2437.45	4760813.06
2439.3	4761725.06
2441.17	4763018.06
2443.15	4763576.06
2444.8	4764481.06
2446.47	4766321.06
2448.22	4767444.06
2450.12	4768649.11
2452.02	4770132.11
2454	4771369.11
2455.8	4772808.11
2457.6	4773462.11
2459.17	4774519.11
2460.78	4775166.11
2462.67	4776716.28
2464.55	4777323.28
2466.23	4779764.28
2468.08	4780519.28
2469.88	4784859.28
2471.73	4785567.28
2473.62	4786976.28
2475.37	4787886.28
2477.05	4789840.28
2478.85	4792446
2480.63	4793384
2482.52	4795185
2484.28	4797871
2485.87	4798482
2487.53	4799348
2489.3	4800786
2490.93	4802628
2492.48	4803586
2494.27	4804624
2496.25	4806031
2498.45	4807569
2500.2	4809849
2502.08	4812850
2503.95	4815078.11
2505.6	4815558.11
2507.15	4817413.11
2509.05	4819201.11
2510.73	4823027.11
2512.4	4825064.11
2514.12	4827478.11
2515.73	4828961
2517.6	4830933.89
2519.38	4832282.89
2520.98	4834457.89
2522.73	4835576.89
2524.38	4837163.89
2526.17	4838805.89
2528.17	4840593.89
2530.02	4842886.22
2531.8	4844607.22
2533.8	4845842.22
2535.65	4848433.22
2537.33	4850016.22
2538.98	4851403.22
2540.92	4853351.94
2542.77	4854904.94
2544.45	4856907.94
2546.17	4857632.1
2547.97	4859404.1
2549.9	4860380.1
2551.48	4861513.6
2553.25	4863276.6
2554.8	4865209.6
2556.75	4868039.6
2558.7	4870099.6
2560.43	4871897.6
2562.37	4873279.6
2564.2	4877020.6
2565.72	4878698.6
2567.63	4881193
2569.63	4883162
2571.3	4885427
2573.18	4886949
2574.82	4888620
2576.38	4890259
2578.33	4892035
2580.25	4894082
2582.17	4896006
2583.95	4897613
2585.75	4898744
2587.55	4901778.3
2589.13	4903385.3
2591.12	4904813.3
2592.88	4909391.3
2594.58	4910465.04
2596.42	4913970.04
2598.38	4916695.04
2599.92	4918920.04
2601.65	4920665.04
2603.38	4923346.04
2605.4	4925180
2606.98	4927178
2608.92	4929223
2610.6	4933286
2612.22	4935161
2613.92	4937391.99
2615.88	4939717.99
2617.78	4940996.99
2619.82	4943639.49
2621.72	4945379.49
2623.33	4947758.49
2625.08	4949620.5
2626.78	4951791.5
2628.72	4953446.5
2630.45	4954908.5
2632.08	4960264.5
2633.95	4962782
2635.85	4965988
2637.63	4967271.21
2639.47	4969855.21
2641.4	4971202.21
2643.15	4974393.21
2645.15	4978177.21
2647.13	4981972.37
2649.03	4983287.37
2650.95	4986518.82
2652.5	4987119.82
2654.28	4988878.82
2655.85	4990885.82
2657.87	4993668.82
2659.73	4995326
2661.57	4998192
2663.52	4999497
2665.03	5001363
2666.58	5003274.01
2668.23	5004357.01
2670.05	5005865.01
2671.83	5009845
2673.67	5011359
2675.43	5012676.15
2677.37	5016099.15
2678.92	5018298.15
2680.65	5019066.15
2682.32	5021978.15
2683.88	5024401.15
2685.55	5025341.15
2687.43	5027805.15
2689.2	5028816.15
2691.05	5033093.15
2692.67	5033762.15
2694.22	5035468.26
2695.78	5036456.26
2697.72	5037661.26
2699.38	5039547.22
2701.07	5041160.22
2702.78	5042626.22
2704.7	5043681.22
2706.52	5045779.22
2708.35	5047724
2710.3	5049930
2711.93	5050798
2713.62	5052304
2715.53	5055707
2717.78	5059496
2719.6	5060832
2721.32	5062638
2723.28	5065493
2725.12	5066348
2727.07	5068477
2728.98	5071216
2730.73	5072792
2732.75	5074921
2735.08	5077723.01
2736.73	5078921.01
2738.4	5080897.31
2740.2	5082803.31
2741.87	5084460.31
2743.65	5086602.31
2745.5	5088250.31
2747.18	5089380.31
2749.32	5094552.31
2751.23	5095504.42
2753.2	5097063.92
2755.23	5099222.92
2757.02	5100970.92
2758.98	5101926.92
2760.77	5103228.92
2762.65	5105523
2764.33	5106175
2766.12	5107967
2767.98	5109858
2769.75	5110880
2771.47	5112019
2773.07	5113052
2774.8	5116241
2776.7	5117222
2778.42	5118323
2780.32	5119715
2781.93	5120948
2783.68	5123294
2785.58	5124708
2787.37	5126791
2788.92	5129847
2790.78	5131199
2792.55	5136165
2794.45	5138271
2797.35	5139213
2799	5139698
2800.85	5141059
2802.6	5141969
2804.37	5143367
2806.35	5144570
2807.85	5145752
2809.72	5146483
2811.67	5148135
2841.72	5172380.77
2843.62	5173607.77
2845.45	5174245.77
2847.12	5175320.77
2848.88	5176450.77
2850.88	5177324.77
2853	5178141.77
2854.83	5179256.77
2856.52	5180197.77
2858.27	5181688.77
2859.8	5182516.77
2861.4	5183381.77
2863	5184561.77
2864.58	5186884.77
2866.42	5188022
2868.37	5189117
2870.18	5190871
2872.12	5192297
2873.82	5193243
2875.72	5193884
2877.3	5194487
2878.97	5195348.68
2880.9	5196289.68
2882.78	5197082.68
2884.58	5198020.68
2886.38	5199140.1
2888	5199840.42
2889.78	5200787.42
2891.42	5201523.42
2893.33	5202189.42
2895.08	5203375.42
2897.05	5204503.42
2898.92	5205546.42
2900.8	5206934.42
2902.72	5208358.42
2904.38	5208871.42
2906.38	5210573.42
2908.22	5211374.42
2910.15	5213769.42
2911.78	5215897.42
2913.7	5217384.42
2915.67	5218842.13
2917.57	5221024.13
2919.37	5222015.13
2920.92	5224205.13
2922.72	5225628.13
2924.62	5226696.5
2926.58	5228497.5
2928.13	5229486.5
2929.93	5230986.5
2931.75	5233786.5
2933.6	5234454.5
2935.32	5237300.5
2936.98	5237961.5
2938.98	5240197.5
2940.98	5244127.5
2942.58	5244952
2944.15	5246547
2945.98	5248097
2947.8	5249372
2949.7	5250432.5
2951.28	5251073.5
2953.28	5252518.66
2955.17	5254428.66
2956.97	5255643.66
2958.75	5256943.66
2960.43	5258968.66
2963.47	5259590.66
2965.05	5260593
2967.05	5263096
2968.63	5264106
2970.33	5266456.3
2972.25	5267585.3
2974.08	5268929.3
2975.63	5270377.3
2977.45	5272358.41
2979.02	5275222.41
2980.77	5279274.41
2982.55	5280554.41
2984.38	5282785.41
2985.92	5283982.57
2987.45	5284654.57
2988.98	5286274.57
2990.6	5287249.57
2992.35	5287771.57
2994.05	5288772.57
2996.02	5289918.57
2997.75	5292169.57
2999.28	5293555.57
3000.9	5295201.57
3002.82	5296415.57
3004.48	5298558.57
3006.15	5299772.57
3008.17	5301175.57
3010.15	5306052.57
3011.92	5308312.57
3013.5	5308807.57
3015.52	5310517.57
3017.43	5311526.57
3019.15	5313215.73
3020.7	5313765.73
3022.35	5315319.73
3024.25	5316850.73
3025.82	5317212.73
3027.38	5320003
3029.37	5321893.01
3031.05	5323966.01
3032.87	5324428.01
3034.48	5326584.01
3036.07	5327173.01
3037.93	5331075.01
3039.52	5331927.01
3041.3	5333866.01
3042.87	5334644.01
3044.75	5335643.01
3046.62	5336648.01
3048.62	5337677
3050.23	5339108
3051.97	5340105.75
3053.82	5340681.75
3055.37	5342609.75
3057.17	5343868.75
3058.93	5345784.75
3060.83	5346937
3062.68	5348072
3064.48	5349938
3066.03	5351283
3067.77	5354087
3069.4	5355252
3071.35	5356305
3073.08	5356964
3074.77	5359644
3076.38	5360883
3078.27	5362282
3080.18	5364979
3082.18	5367025
3084.02	5370709
3085.7	5371402
3087.55	5372462
3089.27	5373770
3090.8	5374783
3092.63	5375993
3094.63	5377181
3096.6	5379940
3098.57	5381453
3100.27	5382131
3102.32	5384513
3104.08	5385300
3106.07	5386469
3107.62	5389083
3109.62	5390961
3111.6	5391895
3113.33	5392683
3115.15	5394153
3117.02	5395697
3118.72	5397182
3120.38	5398149.5
3121.9	5398807.5
3123.85	5399929.5
3125.57	5401465.5
3127.52	5403518
3129.1	5404700
3130.7	5406336
3132.62	5407813
3134.37	5408933
3136.13	5410922
3137.77	5412031
3139.47	5413057
3141.23	5414103
3142.93	5414842
3144.6	5415485
3146.6	5417144
3148.58	5417878
3150.18	5419702
3152.18	5421332
3154.03	5422491
3155.82	5423312
3157.63	5424821
3159.22	5426054
3161.18	5427796
3163.17	5429819.43
3164.8	5430787.43
3166.43	5432991.3
3168.32	5433558.3
3169.97	5434531.3
3171.58	5435202.3
3173.1	5436536.3
3174.65	5436966.3
3176.47	5438358.3
3178.3	5439042.3
3180.05	5439716.3
3181.85	5441430.3
3183.73	5442508.3
3185.62	5443430.3
3187.5	5444370.3
3189.45	5448325.3
3190.97	5448844.3
3192.68	5450326.3
3194.47	5451490.3
3196	5452120.3
3197.57	5453618.52
3199.23	5454527.52
3201.18	5455230.52
3202.93	5457034.52
3204.8	5457553.52
3206.57	5459700.52
3208.53	5461734.52
3210.07	5462813.52
3212	5464177
3213.78	5465591
3215.73	5467239
3217.35	5467340
3219.07	5469059.7
3220.88	5470081.7
3222.42	5471297.7
3224.22	5472338.7
3226.12	5472879.7
3227.9	5475369.7
3229.57	5475898.7
3231.52	5480837.7
3233.42	5481936.7
3235.23	5483412.7
3237.18	5484668.7
3238.97	5485878.7
3240.8	5488006.86
3242.35	5488506.86
3244.15	5491866.86
3245.93	5492639.87
3247.68	5493762.87
3249.68	5495138.87
3251.37	5495781.87
3252.92	5496711.87
3254.77	5499857.87
3256.48	5501256.87
3258.38	5501856.87
3260.28	5503504.87
3262.05	5504630.87
3263.87	5506246.87
3265.62	5506553.87
3267.57	5507520
3269.37	5508778.09
3271.23	5510279.09
3272.87	5511319.53
3274.93	5512426.53
3276.75	5512785.53
3278.28	5515792.53
3280.25	5517782.53
3281.85	5518195.53
3283.57	5519575.53
3285.43	5520588.53
3287.35	5521964.53
3289.02	5523011.53
3290.97	5524495.53
3292.57	5525555.53
3294.43	5526404.53
3296.18	5529176.53
3297.92	5529936.53
3299.68	5531876.53
3301.4	5532096.53
3302.92	5532782.53
3304.52	5534437.65
3306.5	5534894.28
3308.3	5535074.28
3309.9	5535762.28
3311.73	5536337.28
3313.72	5537350.28
3315.72	5538764.28
3317.48	5539334.28
3319.42	5540622.28
3321.3	5541053.28
3323.03	5541960.28
3324.92	5542790.28
3326.83	5543762.28
3328.38	5544192.51
3330.1	5545243.51
3332.1	5546235.51
3333.63	5546636.51
3335.18	5547182.51
3336.95	5548487.51
3338.55	5548864.51
3340.47	5549799.51
3342.23	5550546.51
3344.03	5550919.51
3345.57	5551805.51
3347.47	5552071.51
3349.03	5552501.51
3350.58	5553170.51
3352.17	5553399.51
3353.9	5553761.51
3355.58	5554479.66
3357.48	5555257
3359.47	5555498
3361.43	5556135
3363.32	5556736
3364.97	5556910
3366.53	5558220
3368.3	5558753
3370.27	5559100
3372.08	5559851
3373.97	5560051
3375.87	5560836.16
3377.52	5561397.16
3379.13	5562011.16
3380.95	5562980.16
3382.95	5563626.16
3384.75	5564332.16
3386.62	5564994.16
3388.47	5566238.16
3390.15	5566672.16
3391.93	5567211.16
3393.5	5567571.16
3395.17	5567956.16
3397.1	5568184.16
3399.03	5569059.16
3400.88	5569695.32
3403.58	5570277.16
3405.52	5570646.86
3407.45	5571295.86
3409.02	5571551.86
3410.75	5571960.86
3412.75	5572375.86
3414.33	5572597.86
3416.07	5572865.86
3417.72	5573077.86
3419.42	5573983.86
3421.37	5574079.86
3423.37	5574916.86
3425.32	5575483.86
3427.15	5575688.86
3429.12	5575954.86
3430.67	5576284.86
3432.63	5576794.86
3434.58	5577073.86
3436.47	5577884.86
3438.18	5578490.84
3440.1	5578849.84
3442.07	5579054.84
3443.95	5579668.34
3445.58	5580099.34
3447.4	5580194
3449.13	5580880
3450.8	5581223
3452.4	5581245
3454.12	5581620
3456.12	5581915
3457.98	5582058
3460	5582266
3461.77	5582501
3463.7	5582796
3465.58	5583302
3467.15	5583375
3468.87	5583580
3470.73	5583838
3472.52	5584056
3474.43	5584596
3476.07	5584673
3477.58	5584879
3479.22	5585023
3481.08	5585250
3482.92	5585429
3484.67	5585539
3486.18	5585690
3487.83	5586397
3489.62	5586533
3491.53	5587067
3493.28	5587123
3495.2	5587613
3497.15	5587738
3499.05	5588037
3500.77	5588542
3502.42	5588906
3504.07	5589510
3506.75	5589639
3508.75	5589901
3510.68	5590104
3512.53	5590445
3514.37	5590666
3516.03	5590890
3517.62	5591068.99
3519.38	5591220.99
3520.93	5591335.99
3522.57	5591595.99
3524.35	5591920.99
3526.33	5592104.99
3528.28	5592224.99
3529.97	5592444.99
3531.93	5592496.99
3533.68	5592555.99
3535.25	5592655.99
3537.1	5592744.99
3539.1	5593306.99
3541.02	5593328.99
3542.78	5594218.99
3544.8	5594590.99
3546.67	5594669.99
3548.57	5594866.99
3550.22	5595266.99
3552.22	5595793.99
3554	5596343.99
3555.63	5596383.99
3557.2	5596575.99
3559.08	5596720.99
3560.98	5596828.99
3563.38	5596848.99
3565.32	5596873.99
3567.07	5596917.99
3568.93	5596946.99
3570.48	5597122.99
3572.43	5597199.99
3574.17	5597235.99
3575.73	5597385.99
3577.37	5597430.99
3578.9	5597450.99
3580.88	5597774.99
3582.48	5597840.99
3584.35	5598019.99
3586.08	5598169.99
3587.83	5598241.99
3589.52	5598312.99
3591.1	5598403.99
3592.82	5598419.99
3594.62	5598424.99
3596.58	5598451.99
3598.13	5598647.99
3599.67	5598726.99
3601.62	5598896.99
3603.27	5598906.99
3604.78	5599006.99
3606.72	5599051.99
3608.68	5599409.99
3610.62	5599559.99
3612.38	5599610.99
3614.28	5599610.99
3616.18	5599731.99
3617.87	5599792.99
3619.58	5599914
3621.18	5600133
3623.13	5600184
3624.9	5600370
3626.62	5600478
3628.48	5600539
3630.47	5600594
3632.43	5600695
3634.37	5600706
3636.23	5600744
3638.22	5600773
3639.83	5600825
3641.38	5600904
3643.07	5600944
3644.75	5600964
3646.52	5601054
3648.2	5601115
3649.88	5601120
3651.77	5601372
3653.67	5601372
3655.63	5601438
3657.6	5602617
3659.52	5602617
3661.37	5602678
3662.97	5602741
3664.63	5602952
3666.45	5603002
3668.23	5603102
3669.75	5603147
3671.4	5603397
3673.12	5603407
3674.98	5603436
3676.57	5605452
3678.3	5605713
3680.25	5605774
3682.18	5605985
3684.12	5606075
3685.77	5606875
3687.8	5606875
3689.73	5606986
3691.75	5607226
3693.67	5607375
3695.3	5607475
3697.18	5607696
3698.87	5607882
3700.58	5608090
3702.47	5608343
3704.42	5608426
3706.13	5608612
3707.83	5608737
3709.67	5608917
3711.45	5609017
3713.05	5609157
3714.63	5609157
3716.62	5609177
3718.17	5609199
3719.72	5609439
3721.45	5609592
3723.13	5609642
3724.72	5609825
3726.35	5610231
3727.87	5610246
3729.63	5610372
3731.38	5610492
3732.95	5610497
3734.82	5610581
3736.57	5610706
3738.1	5610806
3740	5611185
3741.52	5611250
3743.2	5611379
3745.3	5611610
3747.1	5611615
3748.77	5611690
3750.7	5611776
3752.27	5612241
3753.82	5612291
3755.47	5612349
3757.47	5612421
3759.32	5612663
3761.3	5613344
3763.1	5613499
3764.82	5613630
3766.8	5613730
3768.35	5613951
3770.28	5614316
3772.02	5614900
3774.02	5615296
3775.73	5615459
3777.7	5615903
3779.52	5616037
3781.38	5616110
3783.33	5616633
3785.32	5616833
3787.17	5617164
3788.93	5619930
3790.73	5620075
3792.6	5620353
3794.37	5620519
3795.93	5620690
3797.65	5621197
3799.25	5621481
3801.23	5621746
3802.78	5621940
3804.63	5622519
3806.52	5622756
3808.13	5623057
3809.98	5623725
3811.98	5624657
3813.7	5625106
3815.62	5625779
3817.35	5625923
3819.18	5626015
3820.85	5626452
3822.78	5627181
3824.47	5627471
3826.42	5628324
3828.87	5628850
3830.53	5629411
3832.45	5629654
3833.98	5629847
3835.93	5630182
3837.9	5630692
3839.58	5631222
3841.5	5631702
3843.52	5632278
3845.38	5632417
3847.02	5633957
3849	5634758
3850.98	5635402
3852.72	5636202
3854.32	5636469
3855.93	5637398
3857.75	5637576
3859.68	5638302
3861.33	5638862
3862.92	5639544
3864.82	5640504
3866.57	5641423
3868.25	5641657
3869.93	5642639
3871.88	5642992
3873.48	5643383
3875.42	5643983
3877.08	5644376
3879	5644866
3880.77	5645462
3882.77	5646152
3884.5	5646605
3886.43	5647014
3888.05	5647442
3889.58	5647653
3891.12	5650820
3892.68	5651481
3894.43	5652091
3895.98	5652162
3897.8	5653029
3899.33	5653320
3901.23	5653992.11
3903.13	5654461
3904.92	5655273
3906.87	5656414
3908.82	5657466
3910.42	5657875
3911.95	5658714
3913.5	5659342
3915.07	5659567
3916.88	5659951
3918.68	5660560
3920.57	5661671
3922.15	5662149
3923.68	5662615
3925.38	5663990
3927.35	5664581
3929.15	5665676
3931.13	5666001
3932.98	5666933
3934.52	5667526
3936.28	5668804
3937.95	5668956
3939.83	5670578
3941.6	5671477
3943.23	5672137
3944.75	5672947
3946.6	5673789
3948.22	5674444
3950.47	5675211
3952.18	5676348
3953.88	5676899
3955.52	5677665
3957.17	5678263
3958.73	5680146
3960.52	5680505
3962.23	5681027
3964.23	5682326
3966	5683173
3967.57	5683634
3969.48	5685087
3971.13	5686369
3972.9	5686948
3974.8	5688388
